,epoch,nat_prec1,adv_prec1,nat_loss,adv_loss,train_prec1,train_loss,time,target_ds,num_training_images,unfrozen_blocks,seed
4,21,72.94999694824219,-1.0,2.8843721099853514,-1.0,77.43999481201172,1.824911131477356,599.6046662330627,cifar10,2500,0,10600000
5,26,73.23999786376953,-1.0,2.8228331581115724,-1.0,75.87999725341797,1.8251613357543945,729.9084024429321,cifar10,2500,0,10600000
6,30,73.08999633789062,-1.0,2.84917283782959,-1.0,76.79999542236328,1.857741199493408,839.0148038864136,cifar10,2500,0,10600000
0,1,68.0999984741211,-1.0,4.404884800720215,-1.0,49.97599792480469,9.59853214416504,116.12663650512695,cifar10,12500,0,10400000
1,6,75.0199966430664,-1.0,2.091503734588623,-1.0,71.83200073242188,2.255126024169922,551.6989512443542,cifar10,12500,0,10400000
2,11,80.29999542236328,-1.0,1.2139926900863647,-1.0,78.23199462890625,1.1981614665603637,987.024186372757,cifar10,12500,0,10400000
3,16,80.62999725341797,-1.0,1.0833628548622132,-1.0,79.83200073242188,0.9842079674148559,1422.6338913440704,cifar10,12500,0,10400000
4,21,80.47999572753906,-1.0,1.015688422203064,-1.0,80.21599578857422,0.8749409175300599,1858.13152217865,cifar10,12500,0,10400000
5,26,80.55999755859375,-1.0,1.0091877666473388,-1.0,79.83200073242188,0.8854680024719238,2291.4922947883606,cifar10,12500,0,10400000
6,30,80.54999542236328,-1.0,0.9950494421958923,-1.0,79.94400024414062,0.8694821046066284,2649.3297469615936,cifar10,12500,0,10400000
0,1,69.36000061035156,-1.0,3.8686669036865236,-1.0,51.0,7.910173578872681,122.30802130699158,cifar10,12500,0,10100000
1,6,73.58999633789062,-1.0,2.4875900230407715,-1.0,72.43199920654297,2.0315845532989503,558.7803587913513,cifar10,12500,0,10100000
2,11,79.69999694824219,-1.0,1.2266315658569336,-1.0,78.94400024414062,1.1130415019607545,995.3490388393402,cifar10,12500,0,10100000
3,16,79.90999603271484,-1.0,1.099309768676758,-1.0,79.00799560546875,0.9889768280029297,1431.7221641540527,cifar10,12500,0,10100000
4,21,80.04000091552734,-1.0,0.9953708955764771,-1.0,80.07999420166016,0.8832116429328919,1867.784033536911,cifar10,12500,0,10100000
5,26,80.1500015258789,-1.0,0.9884045829772949,-1.0,80.2719955444336,0.847108913154602,2303.8595757484436,cifar10,12500,0,10100000
6,30,79.9000015258789,-1.0,0.9882248477935791,-1.0,79.71199798583984,0.8463273338508606,2661.1791965961456,cifar10,12500,0,10100000
0,1,68.37999725341797,-1.0,4.378119677734375,-1.0,48.79999923706055,11.153708952102662,128.39591646194458,cifar10,12500,0,10300000
1,6,74.29000091552734,-1.0,2.2519219673156736,-1.0,73.0,2.1743311570358275,565.3465466499329,cifar10,12500,0,10300000
2,11,78.7699966430664,-1.0,1.3002151285171508,-1.0,78.11199951171875,1.118470416946411,1001.2580223083496,cifar10,12500,0,10300000
3,16,79.5199966430664,-1.0,1.1233016164779663,-1.0,78.79199981689453,0.9727068432044983,1437.705642938614,cifar10,12500,0,10300000
4,21,79.68999481201172,-1.0,1.027811091041565,-1.0,79.11199951171875,0.8958919476699829,1875.4319341182709,cifar10,12500,0,10300000
5,26,79.6199951171875,-1.0,1.0343759455680848,-1.0,79.26399993896484,0.887326609954834,2312.178969144821,cifar10,12500,0,10300000
6,30,79.70999908447266,-1.0,1.0141814659118653,-1.0,79.87999725341797,0.8531634461975097,2664.524967432022,cifar10,12500,0,10300000
0,1,70.62999725341797,-1.0,3.5567246948242186,-1.0,50.391998291015625,8.242391468963623,128.91709756851196,cifar10,12500,0,10200000
1,6,73.79999542236328,-1.0,2.2463062908172606,-1.0,71.79199981689453,2.194038370819092,565.8780744075775,cifar10,12500,0,10200000
2,11,79.3699951171875,-1.0,1.2009634692192077,-1.0,77.97599792480469,1.1666780153083802,1002.3550958633423,cifar10,12500,0,10200000
3,16,79.06999969482422,-1.0,1.1038981028556825,-1.0,79.36000061035156,0.9593316330337525,1437.7812478542328,cifar10,12500,0,10200000
4,21,80.12999725341797,-1.0,0.9963327572822571,-1.0,79.54399871826172,0.8771794862747192,1874.911866426468,cifar10,12500,0,10200000
5,26,80.0,-1.0,0.9865575808525086,-1.0,79.2719955444336,0.8811043421363831,2312.157809972763,cifar10,12500,0,10200000
6,30,80.31999969482422,-1.0,0.9646490954399108,-1.0,79.5199966430664,0.869349246635437,2663.4580397605896,cifar10,12500,0,10200000
0,1,71.08999633789062,-1.0,3.408428763961792,-1.0,50.263999938964844,8.166989420166015,131.04918956756592,cifar10,12500,0,10000000
1,6,74.56999969482422,-1.0,2.0417527130126953,-1.0,71.46399688720703,2.1589596690368653,566.9525105953217,cifar10,12500,0,10000000
2,11,79.75999450683594,-1.0,1.202909771156311,-1.0,78.06399536132812,1.1128060273361207,1004.1638333797455,cifar10,12500,0,10000000
3,16,79.23999786376953,-1.0,1.0985919486045836,-1.0,78.99199676513672,0.962310491809845,1440.2253046035767,cifar10,12500,0,10000000
4,21,79.80999755859375,-1.0,1.0003467198371887,-1.0,79.52799987792969,0.8783477195930481,1874.270354270935,cifar10,12500,0,10000000
5,26,79.43999481201172,-1.0,0.9971136425971985,-1.0,79.66400146484375,0.8528615664291381,2311.318328857422,cifar10,12500,0,10000000
6,30,79.37999725341797,-1.0,0.9963315270423889,-1.0,80.2239990234375,0.8393186652565002,2654.9654157161713,cifar10,12500,0,10000000
