,Unnamed: 0,epoch,nat_prec1,adv_prec1,nat_loss,adv_loss,train_prec1,train_loss,time,source_eps,target_ds,num_training_images,unfrozen_blocks,seed
0,0,1,23.439998626708984,-1.0,16.96535613861084,-1.0,21.375,14.744446983337404,29.80051279067993,4,mnist,800,0,20300000
1,1,21,86.2699966430664,-1.0,0.9782449869155884,-1.0,92.625,0.36052063703536985,105.74739599227905,4,mnist,800,0,20300000
2,2,41,88.93999481201172,-1.0,0.6952048122406006,-1.0,96.25,0.1532130241394043,183.0559251308441,4,mnist,800,0,20300000
3,3,61,88.70999908447266,-1.0,0.7091032592773437,-1.0,96.5,0.15046838998794554,261.7064974308014,4,mnist,800,0,20300000
4,4,81,89.00999450683594,-1.0,0.6821655856132507,-1.0,96.0,0.13502343535423278,338.6856944561005,4,mnist,800,0,20300000
5,5,100,88.95999908447266,-1.0,0.6790131645202637,-1.0,97.5,0.12613422870635987,415.29782271385193,4,mnist,800,0,20300000
6,0,1,10.630000114440918,-1.0,25.513926986694337,-1.0,10.25,15.481201934814456,32.152760744094856,3,mnist,400,0,20800000
7,1,21,81.12999725341797,-1.0,1.3341270071029665,-1.0,90.75,0.4955998492240906,97.7558047771454,3,mnist,400,0,20800000
8,2,41,84.5999984741211,-1.0,0.9467003252983092,-1.0,94.5,0.23547596216201785,161.97780370712283,3,mnist,400,0,20800000
9,3,61,85.44999694824219,-1.0,0.9008991457939148,-1.0,96.75,0.12005554676055907,224.22058057785037,3,mnist,400,0,20800000
10,4,81,85.66999816894531,-1.0,0.8997969067573547,-1.0,95.5,0.12825032949447632,287.1916699409485,3,mnist,400,0,20800000
11,5,100,85.22000122070312,-1.0,0.9149556827545166,-1.0,96.5,0.1154477882385254,339.9733295440674,3,mnist,400,0,20800000
12,0,1,34.96999740600586,-1.0,9.422209017181396,-1.0,19.375,15.208066635131836,32.38974046707153,4,mnist,1600,0,20100000
13,1,21,91.68999481201172,-1.0,0.5046343875885011,-1.0,93.5625,0.27818024694919585,159.39082145690918,4,mnist,1600,0,20100000
14,2,41,92.8699951171875,-1.0,0.40313633346557615,-1.0,97.625,0.1034682995080948,284.47054076194763,4,mnist,1600,0,20100000
15,3,61,92.81999969482422,-1.0,0.3998771054267883,-1.0,96.5625,0.10329853326082228,411.3411960601807,4,mnist,1600,0,20100000
16,4,81,92.97999572753906,-1.0,0.3893677004814148,-1.0,97.75,0.08997985288500786,537.4835052490233,4,mnist,1600,0,20100000
17,5,100,92.89999389648438,-1.0,0.3895830894470215,-1.0,97.3125,0.08115952044725418,659.1917083263397,4,mnist,1600,0,20100000
18,0,1,23.10999870300293,-1.0,19.652237103271485,-1.0,22.3125,12.608869895935056,31.70416235923767,4,mnist,1600,0,20500000
19,1,21,91.54000091552734,-1.0,0.5220441646575927,-1.0,94.5,0.19254190981388086,156.65903854370114,4,mnist,1600,0,20500000
20,2,41,93.04999542236328,-1.0,0.3968893271446228,-1.0,96.8125,0.09751719146966936,282.69840764999384,4,mnist,1600,0,20500000
21,3,61,93.11000061035156,-1.0,0.3915480412483216,-1.0,97.375,0.07718813806772233,409.1133196353912,4,mnist,1600,0,20500000
22,4,81,92.9499969482422,-1.0,0.3972910350799561,-1.0,97.75,0.06383092701435089,535.2401049137114,4,mnist,1600,0,20500000
23,5,100,93.13999938964844,-1.0,0.3898287618160248,-1.0,97.0625,0.08560941338539124,655.3583087921143,4,mnist,1600,0,20500000
24,0,1,4.119999885559082,-1.0,36.38987147216797,-1.0,12.0,16.48036003112793,30.71826434135437,3,mnist,100,0,20100000
25,1,21,31.46999931335449,-1.0,10.89947709197998,-1.0,82.0,0.9833354949951172,77.72332096099855,3,mnist,100,0,20100000
26,2,41,60.34000015258789,-1.0,3.9367810611724847,-1.0,93.0,0.17549952864646912,123.27423739433287,3,mnist,100,0,20100000
27,3,61,67.81999969482422,-1.0,2.6612229820251465,-1.0,94.0,0.2544478178024292,165.81283092498782,3,mnist,100,0,20100000
28,4,81,71.83000183105469,-1.0,2.1528207019805907,-1.0,93.0,0.20949913561344147,205.65616941452026,3,mnist,100,0,20100000
29,5,100,71.31999969482422,-1.0,2.170324002838135,-1.0,96.0,0.08222077041864395,240.5471520423889,3,mnist,100,0,20100000
30,0,1,10.34000015258789,-1.0,36.45838125,-1.0,15.375,15.965477638244627,34.21129965782165,4,mnist,800,0,20500000
31,1,21,87.75999450683594,-1.0,0.8895091349124908,-1.0,94.75,0.2360701143741608,117.91493606567384,4,mnist,800,0,20500000
32,2,41,89.93999481201172,-1.0,0.6613336351394653,-1.0,97.25,0.06494924366474153,199.48671054840088,4,mnist,800,0,20500000
33,3,61,90.25999450683594,-1.0,0.6370153719902039,-1.0,97.5,0.11054314255714416,280.53239297866816,4,mnist,800,0,20500000
34,4,81,90.16999816894531,-1.0,0.6365389397621155,-1.0,97.5,0.08360066294670104,360.2365334033966,4,mnist,800,0,20500000
35,5,100,90.07999420166016,-1.0,0.6396890978813171,-1.0,96.75,0.13365616917610168,431.58561992645264,4,mnist,800,0,20500000
36,0,1,16.420000076293945,-1.0,1076.273551953125,-1.0,34.28125,46.72291881561279,35.20838689804077,0,mnist,3200,3,20400000
37,1,11,93.83999633789062,-1.0,0.20476958928108216,-1.0,93.125,0.21410365343093876,194.21264839172363,0,mnist,3200,3,20400000
38,2,21,95.29000091552734,-1.0,0.15582121286392212,-1.0,95.78125,0.12780812680721282,347.7659192085266,0,mnist,3200,3,20400000
